,Epsilon,Score
12669,0.9110000000000098,47
12670,0.9109666666666765,-64
12671,0.9109333333333431,-55
12672,0.9109000000000098,-68
12673,0.9108666666666765,-57
12674,0.9108333333333432,-53
12675,0.9108000000000098,41
12676,0.9107666666666765,48
12677,0.9107333333333432,-53
12678,0.9107000000000098,-57
12679,0.9106666666666765,-54
12680,0.9106333333333432,-57
12681,0.9106000000000098,-54
12682,0.9105666666666765,-56
12683,0.9105333333333432,-52
12684,0.9105000000000099,-57
12685,0.9104666666666765,-52
12686,0.9104333333333432,-53
12687,0.9104000000000099,-53
12688,0.9103666666666765,-54
12689,0.9103333333333432,-56
12690,0.9103000000000099,-76
12691,0.9102666666666765,-77
12692,0.9102333333333432,45
12693,0.9102000000000099,45
12694,0.9101666666666766,-54
12695,0.9101333333333432,-58
12696,0.9101000000000099,-74
12697,0.9100666666666766,37
12698,0.9100333333333432,-52
12699,0.9100000000000099,-59
12700,0.9099666666666766,-55
12701,0.9099333333333433,-61
12702,0.9099000000000099,-56
12703,0.9098666666666766,-53
12704,0.9098333333333433,-68
12705,0.9098000000000099,-55
12706,0.9097666666666766,-58
12707,0.9097333333333433,-53
12708,0.90970000000001,-58
12709,0.9096666666666766,-52
12710,0.9096333333333433,39
12711,0.90960000000001,42
12712,0.9095666666666766,-93
12713,0.9095333333333433,-72
12714,0.90950000000001,-64
12715,0.9094666666666766,48
12716,0.9094333333333433,-56
12717,0.90940000000001,-67
12718,0.9093666666666766,-55
12719,0.9093333333333433,48
12720,0.90930000000001,-56
12721,0.9092666666666767,-59
12722,0.9092333333333433,-54
12723,0.90920000000001,-68
12724,0.9091666666666767,-58
12725,0.9091333333333433,35
12726,0.90910000000001,-52
12727,0.9090666666666767,-61
12728,0.9090333333333434,35
12729,0.90900000000001,-64
12730,0.9089666666666767,-63
12731,0.9089333333333434,-54
12732,0.90890000000001,-56
12733,0.9088666666666767,-55
12734,0.9088333333333434,-65
12735,0.90880000000001,-55
12736,0.9087666666666767,-52
12737,0.9087333333333434,-65
12738,0.90870000000001,-53
12739,0.9086666666666767,-90
12740,0.9086333333333434,-87
12741,0.9086000000000101,-58
12742,0.9085666666666767,-99
12743,0.9085333333333434,-61
12744,0.9085000000000101,-62
12745,0.9084666666666767,49
12746,0.9084333333333434,-54
12747,0.9084000000000101,46
12748,0.9083666666666768,-84
12749,0.9083333333333434,45
12750,0.9083000000000101,-58
12751,0.9082666666666768,-54
12752,0.9082333333333434,-69
12753,0.9082000000000101,-74
12754,0.9081666666666768,-60
12755,0.9081333333333435,-56
12756,0.9081000000000101,-57
12757,0.9080666666666768,-59
12758,0.9080333333333435,48
12759,0.9080000000000101,-55
12760,0.9079666666666768,-56
12761,0.9079333333333435,-55
12762,0.9079000000000101,-62
12763,0.9078666666666768,-55
12764,0.9078333333333435,-56
12765,0.9078000000000102,33
12766,0.9077666666666768,-60
12767,0.9077333333333435,-57
12768,0.9077000000000102,-65
12769,0.9076666666666768,-62
12770,0.9076333333333435,-57
12771,0.9076000000000102,-54
12772,0.9075666666666768,-53
12773,0.9075333333333435,47
12774,0.9075000000000102,-53
12775,0.9074666666666769,-53
12776,0.9074333333333435,-53
12777,0.9074000000000102,-53
12778,0.9073666666666769,-53
12779,0.9073333333333435,-56
12780,0.9073000000000102,-52
12781,0.9072666666666769,-52
12782,0.9072333333333436,-61
12783,0.9072000000000102,-55
12784,0.9071666666666769,-62
12785,0.9071333333333436,-79
12786,0.9071000000000102,-56
12787,0.9070666666666769,-77
12788,0.9070333333333436,42
12789,0.9070000000000102,-59
12790,0.9069666666666769,-58
12791,0.9069333333333436,-52
12792,0.9069000000000103,49
12793,0.9068666666666769,-57
12794,0.9068333333333436,49
12795,0.9068000000000103,-55
12796,0.9067666666666769,-54
12797,0.9067333333333436,-62
12798,0.9067000000000103,49
12799,0.906666666666677,-55
12800,0.9066333333333436,-54
12801,0.9066000000000103,40
12802,0.906566666666677,-57
12803,0.9065333333333436,-54
12804,0.9065000000000103,-59
12805,0.906466666666677,-53
12806,0.9064333333333436,-54
12807,0.9064000000000103,-53
12808,0.906366666666677,-54
12809,0.9063333333333436,-79
12810,0.9063000000000103,49
12811,0.906266666666677,-62
12812,0.9062333333333437,-52
12813,0.9062000000000103,44
12814,0.906166666666677,-52
12815,0.9061333333333437,-52
12816,0.9061000000000103,-56
12817,0.906066666666677,-56
12818,0.9060333333333437,-52
12819,0.9060000000000104,-59
12820,0.905966666666677,-63
12821,0.9059333333333437,-52
12822,0.9059000000000104,-56
12823,0.905866666666677,-52
12824,0.9058333333333437,-52
12825,0.9058000000000104,-54
12826,0.905766666666677,-67
12827,0.9057333333333437,-52
12828,0.9057000000000104,-66
12829,0.9056666666666771,-54
12830,0.9056333333333437,49
12831,0.9056000000000104,-58
12832,0.9055666666666771,36
12833,0.9055333333333437,-52
12834,0.9055000000000104,39
12835,0.9054666666666771,-55
12836,0.9054333333333437,-77
12837,0.9054000000000104,48
12838,0.9053666666666771,-57
12839,0.9053333333333438,49
12840,0.9053000000000104,-52
12841,0.9052666666666771,-52
12842,0.9052333333333438,-54
12843,0.9052000000000104,-60
12844,0.9051666666666771,-61
12845,0.9051333333333438,-75
12846,0.9051000000000105,47
12847,0.9050666666666771,-58
12848,0.9050333333333438,-60
12849,0.9050000000000105,-64
12850,0.9049666666666771,48
12851,0.9049333333333438,43
12852,0.9049000000000105,-64
12853,0.9048666666666771,24
12854,0.9048333333333438,-65
12855,0.9048000000000105,-58
12856,0.9047666666666772,-50
12857,0.9047333333333438,-67
12858,0.9047000000000105,-55
12859,0.9046666666666772,-55
12860,0.9046333333333438,48
12861,0.9046000000000105,-58
12862,0.9045666666666772,-57
12863,0.9045333333333438,-53
12864,0.9045000000000105,-73
12865,0.9044666666666772,-58
12866,0.9044333333333439,47
12867,0.9044000000000105,-55
12868,0.9043666666666772,-56
12869,0.9043333333333439,-52
12870,0.9043000000000105,-53
12871,0.9042666666666772,-53
12872,0.9042333333333439,-56
12873,0.9042000000000106,-54
12874,0.9041666666666772,-55
12875,0.9041333333333439,48
12876,0.9041000000000106,-60
12877,0.9040666666666772,-60
12878,0.9040333333333439,-53
12879,0.9040000000000106,46
12880,0.9039666666666772,-53
12881,0.9039333333333439,-65
12882,0.9039000000000106,-54
12883,0.9038666666666773,-62
12884,0.9038333333333439,42
12885,0.9038000000000106,-58
12886,0.9037666666666773,44
12887,0.9037333333333439,-52
12888,0.9037000000000106,-69
12889,0.9036666666666773,-63
12890,0.903633333333344,-75
12891,0.9036000000000106,46
12892,0.9035666666666773,29
12893,0.903533333333344,-57
12894,0.9035000000000106,29
12895,0.9034666666666773,-52
12896,0.903433333333344,49
12897,0.9034000000000106,-52
12898,0.9033666666666773,-54
12899,0.903333333333344,-63
12900,0.9033000000000106,-52
12901,0.9032666666666773,-56
12902,0.903233333333344,-68
12903,0.9032000000000107,-52
12904,0.9031666666666773,-54
12905,0.903133333333344,-58
12906,0.9031000000000107,-72
12907,0.9030666666666773,-54
12908,0.903033333333344,-63
12909,0.9030000000000107,-56
12910,0.9029666666666774,45
12911,0.902933333333344,42
12912,0.9029000000000107,-55
12913,0.9028666666666774,-61
12914,0.902833333333344,43
12915,0.9028000000000107,39
12916,0.9027666666666774,-57
12917,0.902733333333344,-68
12918,0.9027000000000107,-53
12919,0.9026666666666774,41
12920,0.9026333333333441,47
12921,0.9026000000000107,-53
12922,0.9025666666666774,-74
12923,0.9025333333333441,-58
12924,0.9025000000000107,-56
12925,0.9024666666666774,-75
12926,0.9024333333333441,47
12927,0.9024000000000107,-53
12928,0.9023666666666774,40
12929,0.9023333333333441,-56
12930,0.9023000000000108,-53
12931,0.9022666666666774,-55
12932,0.9022333333333441,-56
12933,0.9022000000000108,-56
12934,0.9021666666666774,-53
12935,0.9021333333333441,-54
12936,0.9021000000000108,42
12937,0.9020666666666775,-55
12938,0.9020333333333441,-61
12939,0.9020000000000108,-53
12940,0.9019666666666775,-52
12941,0.9019333333333441,36
12942,0.9019000000000108,-58
12943,0.9018666666666775,42
12944,0.9018333333333441,-55
12945,0.9018000000000108,-56
12946,0.9017666666666775,-68
12947,0.9017333333333442,-57
12948,0.9017000000000108,-71
12949,0.9016666666666775,-59
12950,0.9016333333333442,-61
12951,0.9016000000000108,-58
12952,0.9015666666666775,-54
12953,0.9015333333333442,-52
12954,0.9015000000000108,-69
12955,0.9014666666666775,-52
12956,0.9014333333333442,31
12957,0.9014000000000109,-66
12958,0.9013666666666775,-68
12959,0.9013333333333442,-58
12960,0.9013000000000109,47
12961,0.9012666666666775,-56
12962,0.9012333333333442,-54
12963,0.9012000000000109,-65
12964,0.9011666666666776,-55
12965,0.9011333333333442,-54
12966,0.9011000000000109,-72
12967,0.9010666666666776,-56
12968,0.9010333333333442,-54
12969,0.9010000000000109,46
12970,0.9009666666666776,-54
12971,0.9009333333333442,-64
12972,0.9009000000000109,-52
12973,0.9008666666666776,-67
12974,0.9008333333333443,36
12975,0.9008000000000109,-73
12976,0.9007666666666776,-59
12977,0.9007333333333443,-55
12978,0.9007000000000109,-60
12979,0.9006666666666776,39
12980,0.9006333333333443,-74
12981,0.900600000000011,11
12982,0.9005666666666776,-67
12983,0.9005333333333443,-63
12984,0.900500000000011,31
12985,0.9004666666666776,-55
12986,0.9004333333333443,-55
12987,0.900400000000011,-52
12988,0.9003666666666776,-54
12989,0.9003333333333443,-55
12990,0.900300000000011,-53
12991,0.9002666666666777,-63
12992,0.9002333333333443,-56
12993,0.900200000000011,-55
12994,0.9001666666666777,-50
12995,0.9001333333333443,-69
12996,0.900100000000011,-66
12997,0.9000666666666777,-62
12998,0.9000333333333443,42
12999,0.900000000000011,-59
13000,0.8999666666666777,-68
13001,0.8999333333333444,-53
13002,0.899900000000011,-52
13003,0.8998666666666777,-54
13004,0.8998333333333444,-65
13005,0.899800000000011,47
13006,0.8997666666666777,-73
13007,0.8997333333333444,-55
13008,0.899700000000011,-53
13009,0.8996666666666777,-58
13010,0.8996333333333444,-84
13011,0.8996000000000111,-54
13012,0.8995666666666777,-53
13013,0.8995333333333444,-68
13014,0.8995000000000111,-53
13015,0.8994666666666777,-53
13016,0.8994333333333444,-54
13017,0.8994000000000111,-52
13018,0.8993666666666777,-65
13019,0.8993333333333444,-57
13020,0.8993000000000111,-52
13021,0.8992666666666778,-53
13022,0.8992333333333444,-63
13023,0.8992000000000111,-53
13024,0.8991666666666778,-54
13025,0.8991333333333444,-63
13026,0.8991000000000111,-59
13027,0.8990666666666778,-59
13028,0.8990333333333445,-52
13029,0.8990000000000111,-54
13030,0.8989666666666778,-57
13031,0.8989333333333445,-72
13032,0.8989000000000111,-54
13033,0.8988666666666778,-52
13034,0.8988333333333445,-72
13035,0.8988000000000111,-61
13036,0.8987666666666778,-58
13037,0.8987333333333445,-54
13038,0.8987000000000112,48
13039,0.8986666666666778,-62
13040,0.8986333333333445,-59
13041,0.8986000000000112,-60
13042,0.8985666666666778,-52
13043,0.8985333333333445,-71
13044,0.8985000000000112,49
13045,0.8984666666666778,40
13046,0.8984333333333445,-62
13047,0.8984000000000112,48
13048,0.8983666666666779,-61
13049,0.8983333333333445,29
13050,0.8983000000000112,47
13051,0.8982666666666779,-57
13052,0.8982333333333445,47
13053,0.8982000000000112,-75
13054,0.8981666666666779,-60
13055,0.8981333333333446,-55
13056,0.8981000000000112,-52
13057,0.8980666666666779,-55
13058,0.8980333333333446,-72
13059,0.8980000000000112,37
13060,0.8979666666666779,-54
13061,0.8979333333333446,-57
13062,0.8979000000000112,-65
13063,0.8978666666666779,-61
13064,0.8978333333333446,-63
13065,0.8978000000000113,-75
13066,0.8977666666666779,-56
13067,0.8977333333333446,44
13068,0.8977000000000113,-59
13069,0.8976666666666779,-54
13070,0.8976333333333446,-52
13071,0.8976000000000113,-73
13072,0.897566666666678,46
13073,0.8975333333333446,-54
13074,0.8975000000000113,49
13075,0.897466666666678,-62
13076,0.8974333333333446,-57
13077,0.8974000000000113,-60
13078,0.897366666666678,-55
13079,0.8973333333333446,-53
13080,0.8973000000000113,-53
13081,0.897266666666678,-54
13082,0.8972333333333447,-53
13083,0.8972000000000113,-53
13084,0.897166666666678,49
13085,0.8971333333333447,-54
13086,0.8971000000000113,-55
13087,0.897066666666678,-52
13088,0.8970333333333447,-54
13089,0.8970000000000113,-53
13090,0.896966666666678,-53
13091,0.8969333333333447,46
13092,0.8969000000000114,-71
13093,0.896866666666678,-62
13094,0.8968333333333447,46
13095,0.8968000000000114,-53
13096,0.896766666666678,-56
13097,0.8967333333333447,40
13098,0.8967000000000114,-54
13099,0.896666666666678,-57
13100,0.8966333333333447,-58
13101,0.8966000000000114,-54
13102,0.8965666666666781,-53
13103,0.8965333333333447,-52
13104,0.8965000000000114,-59
13105,0.8964666666666781,30
13106,0.8964333333333447,-53
13107,0.8964000000000114,-52
13108,0.8963666666666781,46
13109,0.8963333333333448,26
13110,0.8963000000000114,-58
13111,0.8962666666666781,-58
13112,0.8962333333333448,-66
13113,0.8962000000000114,-53
13114,0.8961666666666781,-56
13115,0.8961333333333448,-64
13116,0.8961000000000114,22
13117,0.8960666666666781,46
13118,0.8960333333333448,-78
13119,0.8960000000000115,-54
13120,0.8959666666666781,-52
13121,0.8959333333333448,-55
13122,0.8959000000000115,-56
13123,0.8958666666666781,-54
13124,0.8958333333333448,-53
13125,0.8958000000000115,-61
13126,0.8957666666666781,-52
13127,0.8957333333333448,-52
13128,0.8957000000000115,-64
13129,0.8956666666666782,-54
13130,0.8956333333333448,-56
13131,0.8956000000000115,-65
13132,0.8955666666666782,-55
13133,0.8955333333333448,43
13134,0.8955000000000115,-52
13135,0.8954666666666782,-57
13136,0.8954333333333448,-59
13137,0.8954000000000115,-74
13138,0.8953666666666782,-62
13139,0.8953333333333449,-55
13140,0.8953000000000115,-75
13141,0.8952666666666782,-61
13142,0.8952333333333449,-55
13143,0.8952000000000115,-54
13144,0.8951666666666782,-68
13145,0.8951333333333449,-54
13146,0.8951000000000116,-55
13147,0.8950666666666782,-71
13148,0.8950333333333449,-56
13149,0.8950000000000116,-58
13150,0.8949666666666782,49
13151,0.8949333333333449,-58
13152,0.8949000000000116,-59
13153,0.8948666666666782,-58
13154,0.8948333333333449,46
13155,0.8948000000000116,-61
13156,0.8947666666666783,43
13157,0.8947333333333449,-61
13158,0.8947000000000116,-52
13159,0.8946666666666783,23
13160,0.8946333333333449,40
13161,0.8946000000000116,-56
13162,0.8945666666666783,-57
13163,0.894533333333345,41
13164,0.8945000000000116,-55
13165,0.8944666666666783,-68
13166,0.894433333333345,-56
13167,0.8944000000000116,-55
13168,0.8943666666666783,-55
13169,0.894333333333345,-60
13170,0.8943000000000116,-56
13171,0.8942666666666783,-61
13172,0.894233333333345,45
13173,0.8942000000000117,47
13174,0.8941666666666783,-57
13175,0.894133333333345,49
13176,0.8941000000000117,-56
13177,0.8940666666666783,47
13178,0.894033333333345,47
13179,0.8940000000000117,-52
13180,0.8939666666666783,-57
13181,0.893933333333345,-56
13182,0.8939000000000117,-54
13183,0.8938666666666784,41
13184,0.893833333333345,-54
13185,0.8938000000000117,-56
13186,0.8937666666666784,-63
13187,0.893733333333345,-52
13188,0.8937000000000117,-55
13189,0.8936666666666784,-53
13190,0.893633333333345,-53
13191,0.8936000000000117,-60
13192,0.8935666666666784,-75
13193,0.8935333333333451,-56
13194,0.8935000000000117,-61
13195,0.8934666666666784,-66
13196,0.8934333333333451,-57
13197,0.8934000000000117,-69
13198,0.8933666666666784,-61
13199,0.8933333333333451,-54
13200,0.8933000000000118,-54
13201,0.8932666666666784,48
13202,0.8932333333333451,-53
13203,0.8932000000000118,-58
13204,0.8931666666666784,37
13205,0.8931333333333451,-64
13206,0.8931000000000118,-56
13207,0.8930666666666784,44
13208,0.8930333333333451,-61
13209,0.8930000000000118,-71
13210,0.8929666666666785,26
13211,0.8929333333333451,-75
13212,0.8929000000000118,47
13213,0.8928666666666785,-55
13214,0.8928333333333451,43
13215,0.8928000000000118,-66
13216,0.8927666666666785,-61
13217,0.8927333333333451,39
13218,0.8927000000000118,-54
13219,0.8926666666666785,-72
13220,0.8926333333333452,-57
13221,0.8926000000000118,-65
13222,0.8925666666666785,-52
13223,0.8925333333333452,-84
13224,0.8925000000000118,-53
13225,0.8924666666666785,48
13226,0.8924333333333452,28
13227,0.8924000000000119,21
13228,0.8923666666666785,-64
13229,0.8923333333333452,49
13230,0.8923000000000119,-55
13231,0.8922666666666785,-55
13232,0.8922333333333452,-52
13233,0.8922000000000119,-52
13234,0.8921666666666785,-57
13235,0.8921333333333452,-53
13236,0.8921000000000119,-55
13237,0.8920666666666786,-62
13238,0.8920333333333452,-57
13239,0.8920000000000119,-62
13240,0.8919666666666786,-70
13241,0.8919333333333452,-59
13242,0.8919000000000119,-56
13243,0.8918666666666786,48
13244,0.8918333333333452,-56
13245,0.8918000000000119,-52
13246,0.8917666666666786,-54
13247,0.8917333333333453,-53
13248,0.8917000000000119,-64
13249,0.8916666666666786,46
13250,0.8916333333333453,-52
13251,0.8916000000000119,-56
13252,0.8915666666666786,-68
13253,0.8915333333333453,-58
13254,0.891500000000012,-55
13255,0.8914666666666786,-67
13256,0.8914333333333453,-57
13257,0.891400000000012,-56
13258,0.8913666666666786,-52
13259,0.8913333333333453,-60
13260,0.891300000000012,-55
13261,0.8912666666666786,-56
13262,0.8912333333333453,-52
13263,0.891200000000012,-54
13264,0.8911666666666787,40
13265,0.8911333333333453,34
13266,0.891100000000012,-77
13267,0.8910666666666787,-52
13268,0.8910333333333453,49
13269,0.891000000000012,-54
13270,0.8909666666666787,-58
13271,0.8909333333333453,-54
13272,0.890900000000012,-52
13273,0.8908666666666787,49
13274,0.8908333333333454,-56
13275,0.890800000000012,47
13276,0.8907666666666787,-52
13277,0.8907333333333454,-55
13278,0.890700000000012,-52
13279,0.8906666666666787,-59
13280,0.8906333333333454,-64
13281,0.890600000000012,-62
13282,0.8905666666666787,-63
13283,0.8905333333333454,-63
13284,0.8905000000000121,-58
13285,0.8904666666666787,-62
13286,0.8904333333333454,-56
13287,0.8904000000000121,-53
13288,0.8903666666666787,-63
13289,0.8903333333333454,-54
13290,0.8903000000000121,-64
13291,0.8902666666666788,-52
13292,0.8902333333333454,-67
13293,0.8902000000000121,-60
13294,0.8901666666666788,-83
13295,0.8901333333333454,-53
13296,0.8901000000000121,49
13297,0.8900666666666788,-57
13298,0.8900333333333454,-78
13299,0.8900000000000121,-84
13300,0.8899666666666788,-62
13301,0.8899333333333455,-55
13302,0.8899000000000121,-56
13303,0.8898666666666788,-78
13304,0.8898333333333455,48
13305,0.8898000000000121,-54
13306,0.8897666666666788,-67
13307,0.8897333333333455,-60
13308,0.8897000000000121,-61
13309,0.8896666666666788,-66
13310,0.8896333333333455,-52
13311,0.8896000000000122,-62
13312,0.8895666666666788,-61
13313,0.8895333333333455,-56
13314,0.8895000000000122,-53
13315,0.8894666666666788,-56
13316,0.8894333333333455,-70
13317,0.8894000000000122,48
13318,0.8893666666666789,-71
13319,0.8893333333333455,-54
13320,0.8893000000000122,-56
13321,0.8892666666666789,38
13322,0.8892333333333455,36
13323,0.8892000000000122,-54
13324,0.8891666666666789,-53
13325,0.8891333333333455,-53
13326,0.8891000000000122,-58
13327,0.8890666666666789,-52
13328,0.8890333333333456,-64
13329,0.8890000000000122,-53
13330,0.8889666666666789,48
13331,0.8889333333333456,-56
13332,0.8889000000000122,-52
13333,0.8888666666666789,-55
13334,0.8888333333333456,-53
13335,0.8888000000000122,-52
13336,0.8887666666666789,-52
13337,0.8887333333333456,-63
13338,0.8887000000000123,48
13339,0.8886666666666789,-63
13340,0.8886333333333456,-52
13341,0.8886000000000123,-54
13342,0.8885666666666789,-59
13343,0.8885333333333456,-57
13344,0.8885000000000123,-55
13345,0.888466666666679,-54
13346,0.8884333333333456,-61
13347,0.8884000000000123,-60
13348,0.888366666666679,49
13349,0.8883333333333456,-80
13350,0.8883000000000123,-53
13351,0.888266666666679,-60
13352,0.8882333333333456,-58
13353,0.8882000000000123,-53
13354,0.888166666666679,-53
13355,0.8881333333333457,-59
13356,0.8881000000000123,-57
13357,0.888066666666679,-53
13358,0.8880333333333457,-56
13359,0.8880000000000123,44
13360,0.887966666666679,-55
13361,0.8879333333333457,-53
13362,0.8879000000000123,-55
13363,0.887866666666679,48
13364,0.8878333333333457,-64
13365,0.8878000000000124,-62
13366,0.887766666666679,-54
13367,0.8877333333333457,-62
13368,0.8877000000000124,-56
13369,0.887666666666679,49
13370,0.8876333333333457,48
13371,0.8876000000000124,-58
13372,0.887566666666679,-58
13373,0.8875333333333457,-55
13374,0.8875000000000124,-57
13375,0.8874666666666791,-54
13376,0.8874333333333457,31
13377,0.8874000000000124,-54
13378,0.8873666666666791,-72
13379,0.8873333333333457,-76
13380,0.8873000000000124,-65
13381,0.8872666666666791,-55
13382,0.8872333333333458,-62
13383,0.8872000000000124,-52
13384,0.8871666666666791,-65
13385,0.8871333333333458,-71
13386,0.8871000000000124,-64
13387,0.8870666666666791,-62
13388,0.8870333333333458,49
13389,0.8870000000000124,-56
13390,0.8869666666666791,-52
13391,0.8869333333333458,-56
13392,0.8869000000000125,-60
13393,0.8868666666666791,-53
13394,0.8868333333333458,48
13395,0.8868000000000125,-66
13396,0.8867666666666791,-53
13397,0.8867333333333458,-59
13398,0.8867000000000125,-69
13399,0.8866666666666791,-56
13400,0.8866333333333458,-65
13401,0.8866000000000125,-74
13402,0.8865666666666792,27
13403,0.8865333333333458,-53
13404,0.8865000000000125,-57
13405,0.8864666666666792,-65
13406,0.8864333333333458,-64
13407,0.8864000000000125,-58
13408,0.8863666666666792,-63
13409,0.8863333333333459,-52
13410,0.8863000000000125,-72
13411,0.8862666666666792,42
13412,0.8862333333333459,-54
13413,0.8862000000000125,-59
13414,0.8861666666666792,-52
13415,0.8861333333333459,-54
13416,0.8861000000000125,-64
13417,0.8860666666666792,-68
13418,0.8860333333333459,-53
13419,0.8860000000000126,-54
13420,0.8859666666666792,49
13421,0.8859333333333459,-60
13422,0.8859000000000126,-54
13423,0.8858666666666792,42
13424,0.8858333333333459,-56
13425,0.8858000000000126,-56
13426,0.8857666666666792,49
13427,0.8857333333333459,-55
13428,0.8857000000000126,-52
13429,0.8856666666666793,-56
13430,0.8856333333333459,-67
13431,0.8856000000000126,49
13432,0.8855666666666793,33
13433,0.8855333333333459,-60
13434,0.8855000000000126,49
13435,0.8854666666666793,-67
13436,0.885433333333346,-55
13437,0.8854000000000126,-58
13438,0.8853666666666793,42
13439,0.885333333333346,48
13440,0.8853000000000126,-62
13441,0.8852666666666793,44
13442,0.885233333333346,42
13443,0.8852000000000126,-61
13444,0.8851666666666793,-59
13445,0.885133333333346,-66
13446,0.8851000000000127,39
13447,0.8850666666666793,47
13448,0.885033333333346,-63
13449,0.8850000000000127,-69
13450,0.8849666666666793,-56
13451,0.884933333333346,-81
13452,0.8849000000000127,49
13453,0.8848666666666793,-56
13454,0.884833333333346,-52
13455,0.8848000000000127,-55
13456,0.8847666666666794,-56
13457,0.884733333333346,-72
13458,0.8847000000000127,49
13459,0.8846666666666794,-53
13460,0.884633333333346,-57
13461,0.8846000000000127,-52
13462,0.8845666666666794,-64
13463,0.884533333333346,-55
13464,0.8845000000000127,-53
13465,0.8844666666666794,-59
13466,0.8844333333333461,-60
13467,0.8844000000000127,-52
13468,0.8843666666666794,-54
13469,0.8843333333333461,-56
13470,0.8843000000000127,-56
13471,0.8842666666666794,-65
13472,0.8842333333333461,-57
13473,0.8842000000000128,-75
13474,0.8841666666666794,42
13475,0.8841333333333461,-52
13476,0.8841000000000128,-53
13477,0.8840666666666794,46
13478,0.8840333333333461,-83
13479,0.8840000000000128,48
13480,0.8839666666666794,-58
13481,0.8839333333333461,-54
13482,0.8839000000000128,-54
13483,0.8838666666666795,-57
13484,0.8838333333333461,-55
13485,0.8838000000000128,-54
13486,0.8837666666666795,-64
13487,0.8837333333333461,-60
13488,0.8837000000000128,-60
13489,0.8836666666666795,-87
13490,0.8836333333333461,-57
13491,0.8836000000000128,-55
13492,0.8835666666666795,-54
13493,0.8835333333333462,-59
13494,0.8835000000000128,-67
13495,0.8834666666666795,-63
13496,0.8834333333333462,-52
13497,0.8834000000000128,-54
13498,0.8833666666666795,-58
13499,0.8833333333333462,-61
13500,0.8833000000000129,-54
13501,0.8832666666666795,-77
13502,0.8832333333333462,-59
13503,0.8832000000000129,35
13504,0.8831666666666795,-53
13505,0.8831333333333462,-82
13506,0.8831000000000129,-52
13507,0.8830666666666795,-52
13508,0.8830333333333462,-55
13509,0.8830000000000129,-53
13510,0.8829666666666796,-59
13511,0.8829333333333462,37
13512,0.8829000000000129,39
13513,0.8828666666666796,-67
13514,0.8828333333333462,17
13515,0.8828000000000129,-63
13516,0.8827666666666796,-52
13517,0.8827333333333462,-53
13518,0.8827000000000129,-72
13519,0.8826666666666796,-54
13520,0.8826333333333463,44
13521,0.8826000000000129,-52
13522,0.8825666666666796,-64
13523,0.8825333333333463,-59
13524,0.8825000000000129,46
13525,0.8824666666666796,-62
13526,0.8824333333333463,-53
13527,0.882400000000013,-54
13528,0.8823666666666796,-99
13529,0.8823333333333463,48
13530,0.882300000000013,-53
13531,0.8822666666666796,-76
13532,0.8822333333333463,-55
13533,0.882200000000013,-59
13534,0.8821666666666796,-53
13535,0.8821333333333463,48
13536,0.882100000000013,-52
13537,0.8820666666666797,-62
13538,0.8820333333333463,47
13539,0.882000000000013,42
13540,0.8819666666666797,48
13541,0.8819333333333463,-64
13542,0.881900000000013,-59
13543,0.8818666666666797,-52
13544,0.8818333333333463,-62
13545,0.881800000000013,-53
13546,0.8817666666666797,-56
13547,0.8817333333333464,43
13548,0.881700000000013,-70
13549,0.8816666666666797,49
13550,0.8816333333333464,-54
13551,0.881600000000013,-55
13552,0.8815666666666797,-54
13553,0.8815333333333464,-54
13554,0.881500000000013,-69
13555,0.8814666666666797,37
13556,0.8814333333333464,-57
13557,0.8814000000000131,-65
13558,0.8813666666666797,-54
13559,0.8813333333333464,-54
13560,0.8813000000000131,-68
13561,0.8812666666666797,-54
13562,0.8812333333333464,-54
13563,0.8812000000000131,-56
13564,0.8811666666666798,-58
13565,0.8811333333333464,-52
13566,0.8811000000000131,-54
13567,0.8810666666666798,46
13568,0.8810333333333464,-55
13569,0.8810000000000131,-61
13570,0.8809666666666798,-55
13571,0.8809333333333464,-62
13572,0.8809000000000131,48
13573,0.8808666666666798,44
13574,0.8808333333333465,-58
13575,0.8808000000000131,-53
13576,0.8807666666666798,-62
13577,0.8807333333333465,-53
13578,0.8807000000000131,-52
13579,0.8806666666666798,-53
13580,0.8806333333333465,-54
13581,0.8806000000000132,-56
13582,0.8805666666666798,41
13583,0.8805333333333465,-58
13584,0.8805000000000132,45
13585,0.8804666666666798,-52
13586,0.8804333333333465,48
13587,0.8804000000000132,-55
13588,0.8803666666666798,-62
13589,0.8803333333333465,-52
13590,0.8803000000000132,-77
13591,0.8802666666666799,46
13592,0.8802333333333465,-59
13593,0.8802000000000132,-60
13594,0.8801666666666799,-57
13595,0.8801333333333465,-60
13596,0.8801000000000132,30
13597,0.8800666666666799,-54
13598,0.8800333333333465,48
13599,0.8800000000000132,-59
13600,0.8799666666666799,-69
13601,0.8799333333333466,-56
13602,0.8799000000000132,-56
13603,0.8798666666666799,-63
13604,0.8798333333333466,-55
13605,0.8798000000000132,47
13606,0.8797666666666799,-60
13607,0.8797333333333466,-54
13608,0.8797000000000132,-54
13609,0.8796666666666799,-53
13610,0.8796333333333466,-66
13611,0.8796000000000133,49
13612,0.8795666666666799,-61
13613,0.8795333333333466,-58
13614,0.8795000000000133,-70
13615,0.8794666666666799,-84
13616,0.8794333333333466,-64
13617,0.8794000000000133,-52
13618,0.87936666666668,-63
13619,0.8793333333333466,-70
